SEXO,IDADE,FX_ID,RACA,ESCOLARI,P1,P2,P3,P4,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P5H,P5I,P6_1,P6_2,P6_3,P6_4,P6_5,P6_6,P6_7,P6_8,P6_9,P6_10,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P8_8,P8_9,P8_10,P8_11,P8_12,P8_13,P9_1,P9_2,P9_3,P10,P11,P12,P13_1,P13_2,P13_3,P13_4,P13_5,P13_6,P13_7,P13_8,P14_1,P14_2,P14_3,P14_4,P14_5,P14_6,P14_7,P15A,P15B,P15C,P15D,P15E,P15F,P15G,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P17_1,P17_2,P17_3,P17_4,P17_5,P18_1,P18_2,P18_3,P18_4,P18_5,P18_6,P19A,P19B,P19C,P19D,P19E,P20_1,P20_2,P20_3,P20_4,P20_5,P20_6,P20_7,P20_8,P20_9,P21A,P21B,P21C,P21D,P21E,P21F,P22_1,P22_2,P22_3,P23,P24A,P24B,P24C,P24D,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P_PCD_1,P_PCD_2,P_PCD_3,P_ORIENT,P_POLITI,RELIGIAO,REND1,REND2,UF,MUNI,REGIAO,COND,PORTE,ID_IPEC,DATA_ENT
1,38,3,1,14,4,2,2,3,1,5,5,1,5,5,5,5,5,,,,,,,,,,,2,,,,,,1,7,13,,,,,,,,,,,1,8,3,1,99,1,1,5,7,,,,,,1,3,,,,,,2,,1,,,,,1,3,4,,,,,1,2,,,,2,4,9,,,,1,1,1,5,1,2,6,,,,,,,,2,2,2,2,2,2,97,,,1,2,2,2,2,2,1,3,7,,,,,3,,,1,3,11,6,6,35,3551009,3,3,6,183099895,13901068800
2,66,5,1,14,2,2,2,3,1,5,5,5,5,5,1,5,5,,,,,,,,,,,1,4,,,,,1,6,,,,,,,,,,,,1,7,9,4,4,1,4,7,,,,,,,8,,,,,,,,,,,,,,1,6,,,,,,97,,,,,,,,,,,1,1,1,5,1,6,,,,,,,,,2,2,1,1,1,1,97,,,1,2,2,98,98,2,2,7,,,,,,4,,,1,1,16,6,6,35,3551009,3,3,6,183099896,13901068800
2,24,1,2,13,2,1,1,1,4,4,5,1,5,5,4,5,5,,,,,,,,,,,3,5,6,,,,1,2,3,,,,,,,,,,,1,8,3,2,3,2,1,2,7,,,,,,1,3,,,,,,1,,1,,,,,1,7,,,,,,1,2,,,,1,10,,,,,1,1,1,4,1,6,8,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,98,2,1,2,6,,,,,,4,,,1,4,19,5,4,35,3551009,3,3,6,183099897,13901068800
1,23,1,1,14,1,2,2,2,2,4,5,1,5,5,4,5,5,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,8,99,2,1,2,1,2,5,,,,,,1,2,3,,,,,2,2,2,,,,,1,2,,,,,,1,,,,,2,,,,,,1,1,2,2,2,2,,,,,,,,,1,1,1,1,1,1,97,,,2,2,2,2,2,2,2,,,,,,,4,,,1,3,1,5,4,35,3551009,3,3,6,183099898,13901068800
2,59,4,2,8,2,1,1,1,4,5,5,1,5,5,5,5,5,,,,,,,,,,,1,6,,,,,1,4,5,12,,,,,,,,,,1,3,4,1,4,2,1,,,,,,,,8,,,,,,,,,,,,,,1,,,,,,,97,,,,,,,,,,,5,1,1,5,5,99,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,1,3,,,,,,4,,,1,1,1,6,6,31,3170206,3,3,7,183099971,13900982400
2,37,3,3,11,1,1,3,3,5,4,5,5,5,4,5,2,5,,,,,,,,,,,1,,,,,,1,2,,,,,,,,,,,,1,3,8,5,4,2,1,,,,,,,,3,,,,,,,,,3,,,,,1,,,,,,,97,,,,,,,,,,,5,5,5,5,1,1,,,,,,,,,2,1,1,1,1,2,97,,,1,2,2,2,2,2,1,,,,,,,4,,,1,3,10,6,5,31,3170206,3,3,7,183099972,13900982400
2,62,5,1,7,2,2,2,1,1,5,5,1,5,5,1,5,5,,,,,,,,,,,1,,,,,,1,2,,,,,,,,,,,,1,2,3,1,4,2,1,2,,,,,,,99,,,,,,,,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,5,5,99,,,,,,,,,2,2,1,1,2,2,97,,,1,2,1,1,1,2,1,,,,,,,4,,,1,4,1,6,5,31,3131307,3,3,6,183100196,13900982400
2,46,4,3,16,2,2,2,3,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,2,3,,,,1,2,4,6,,,,,,,,,,1,8,4,1,4,1,1,2,4,,,,,,1,2,3,4,,,,1,1,1,1,,,,1,2,3,4,5,,,97,,,,,,,,,,,1,1,1,1,1,1,2,3,4,,,,,,1,1,1,1,1,2,97,,,1,1,1,1,1,1,2,,,,,,,4,,,1,1,1,4,99,31,3106200,3,1,7,183100210,13901068800
2,22,1,1,14,1,2,2,1,1,1,4,2,5,5,5,5,5,3,,,,,,,,,,1,,,,,,1,2,4,6,,,,,,,,,,1,3,8,1,4,1,6,,,,,,,,1,2,3,4,,,,2,2,2,2,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,5,5,8,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,2,3,4,,,,,4,,,1,4,1,6,5,31,3143302,3,3,6,183100211,13900809600
1,24,1,3,13,1,1,1,2,2,5,5,2,5,5,1,5,5,,,,,,,,,,,1,,,,,,1,2,4,,,,,,,,,,,1,3,4,1,4,1,2,6,,,,,,,2,3,4,,,,,,2,2,2,,,,1,2,3,4,,,,97,,,,,,,,,,,1,1,2,5,1,2,,,,,,,,,2,1,1,1,1,2,97,,,1,2,2,2,2,1,2,3,4,,,,,4,,,1,3,6,98,99,31,3143302,3,3,6,183100212,13900809600
2,17,1,1,14,1,3,2,3,1,5,1,5,5,5,5,2,5,,,,,,,,,,,99,,,,,,1,,,,,,,,,,,,,1,3,99,1,4,2,1,,,,,,,,8,,,,,,,,,,,,,,1,2,,,,,,99,,,,,,,,,,,1,1,1,5,1,1,3,4,5,,,,,,1,2,2,1,2,2,97,,,2,2,1,2,2,2,99,,,,,,,4,,,1,4,1,98,5,50,5002704,5,1,7,183100386,13901068800
1,30,2,1,14,1,2,2,3,1,5,1,1,5,5,2,1,3,,,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,,1,3,99,5,2,1,1,,,,,,,,1,,,,,,,3,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,2,2,2,2,2,2,97,,,1,1,2,2,2,2,2,4,,,,,,2,,,2,3,11,4,4,50,5002704,5,1,7,183100387,13901068800
1,30,2,2,13,2,2,2,1,4,4,4,4,4,4,4,4,4,,,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,1,99,,1,4,2,1,,,,,,,,1,,,,,,,1,,,,,,,99,,,,,,,97,,,,,,,,,,,1,4,1,4,4,99,,,,,,,,,2,2,1,2,2,2,97,,,1,2,1,1,2,2,99,,,,,,,4,,,1,4,20,5,4,31,3157807,3,2,6,183100465,13901068800
2,56,4,1,14,1,1,2,1,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,2,4,9,,,,,,,,,,1,4,3,2,4,2,3,4,,,,,,,1,2,3,4,,,,1,1,1,1,,,,1,2,3,4,5,,,1,,,,,2,,,,,,1,1,1,1,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,,,,,,,2,,,1,4,19,5,3,41,4106902,4,1,7,183100591,13901068800
2,38,3,1,11,1,2,2,1,1,5,5,5,5,5,1,5,4,,,,,,,,,,,1,2,3,4,5,6,1,2,3,4,5,6,7,8,9,10,11,12,13,1,8,4,1,4,2,1,,,,,,,,1,,,,,,,2,,,,,,,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,1,1,1,99,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,99,,,,,,,4,,,1,4,11,4,4,35,3514304,3,3,2,183100790,13901068800
1,19,1,1,11,6,3,3,99,1,5,3,1,5,5,1,2,1,,,,,,,,,,,99,,,,,,1,2,3,4,,,,,,,,,,1,8,2,3,4,1,1,,,,,,,,2,3,,,,,,,3,3,,,,,1,2,3,4,5,6,7,2,,,,,3,6,,,,,3,2,2,1,3,99,,,,,,,,,1,1,1,1,1,1,97,,,3,1,2,1,2,2,99,,,,,,,2,,,5,1,2,6,6,35,3523909,3,3,6,183100846,13901068800
1,27,2,1,14,1,2,3,1,1,1,5,1,5,5,5,5,5,3,,,,,,,,,,99,,,,,,99,,,,,,,,,,,,,1,97,,5,99,2,99,,,,,,,,3,,,,,,,,,3,,,,,1,,,,,,,99,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,2,1,1,1,2,2,97,,,1,2,2,2,2,2,97,,,,,,,4,,,4,4,1,5,4,31,3136207,3,3,5,183101047,13900896000
1,18,1,3,12,1,1,2,1,1,1,5,1,2,2,1,1,4,5,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,1,3,97,1,4,2,4,,,,,,,,1,2,,,,,,2,2,,,,,,4,,,,,,,97,,,,,,,,,,,1,1,1,1,2,8,,,,,,,,,1,1,1,1,2,2,97,,,1,1,1,1,1,2,1,,,,,,,4,,,1,4,15,4,4,50,5002704,5,1,7,183101234,13901068800
1,24,1,1,15,1,2,2,1,1,5,5,1,99,5,1,1,5,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,1,3,2,1,4,1,1,,,,,,,,1,,,,,,,3,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,4,1,1,4,,,,,,,,2,1,1,1,1,2,97,,,1,2,1,2,2,2,1,2,,,,,,4,,,1,2,20,5,4,50,5002704,5,1,7,183102181,13901068800
1,56,4,1,16,1,99,1,3,4,99,5,5,99,99,1,99,4,,,,,,,,,,,1,2,3,4,5,6,1,2,3,4,5,6,7,8,9,10,11,12,13,1,3,8,1,4,2,1,2,3,4,5,6,7,8,99,,,,,,,,,,,,,,99,,,,,,,1,2,3,4,5,99,,,,,,4,1,4,2,1,1,,,,,,,,,1,1,1,1,98,98,97,,,1,1,1,1,1,2,1,2,3,4,5,6,7,2,,,1,99,15,5,5,41,4106902,4,1,7,183102452,13901068800
1,25,2,1,13,1,2,2,1,1,2,4,1,4,4,1,1,4,3,5,7,10,,,,,,,6,,,,,,6,,,,,,,,,,,,,1,97,,1,4,2,1,,,,,,,,2,,,,,,,,1,,,,,,6,,,,,,,1,2,,,,3,,,,,,1,1,1,4,1,99,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,1,5,,,,,,4,,,2,4,1,4,4,31,3157807,3,2,6,183102691,13901068800
2,37,3,1,14,1,1,1,3,1,5,5,5,1,5,5,5,5,,,,,,,,,,,1,,,,,,1,2,4,6,,,,,,,,,,1,3,4,1,4,1,6,7,8,,,,,,2,3,4,,,,,,2,2,2,,,,1,2,3,4,,,,97,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,2,2,1,2,4,5,,,,,4,,,1,4,1,6,4,31,3143302,3,3,6,183103418,13900809600
1,24,1,2,14,1,2,1,3,1,1,5,5,5,5,5,5,5,3,,,,,,,,,,1,4,,,,,1,4,,,,,,,,,,,,1,2,4,1,2,1,1,2,,,,,,,1,2,3,4,,,,1,1,1,1,,,,1,2,3,4,,,,97,,,,,,,,,,,1,2,2,4,4,6,,,,,,,,,1,1,1,1,1,2,97,,,1,1,1,1,1,1,1,4,5,6,,,,2,,,1,2,3,98,4,31,3106200,3,1,7,183103441,13901068800
2,34,2,3,14,2,1,2,3,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,2,3,,,,1,2,3,,,,,,,,,,,1,4,8,1,4,1,1,3,4,6,,,,,1,2,3,4,,,,1,1,1,1,,,,1,2,3,4,7,,,97,,,,,,,,,,,1,1,1,1,1,2,3,4,,,,,,,1,1,1,1,1,2,97,,,1,2,1,1,1,1,1,2,3,,,,,4,,,1,4,1,6,4,31,3106200,3,1,7,183103442,13901068800
2,60,5,3,16,1,2,2,3,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,4,6,1,4,1,1,,,,,,,,1,2,,,,,,1,1,,,,,,1,2,5,,,,,97,,,,,,,,,,,1,1,1,2,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,2,2,1,1,2,,,,,,4,,,1,2,1,4,3,31,3106200,3,1,7,183103443,13901068800
1,28,2,3,14,1,1,2,2,2,5,5,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,2,,,,,,,,,,,,1,4,3,5,1,1,1,3,,,,,,,1,2,3,,,,,1,1,1,,,,,1,2,3,,,,,97,,,,,,,,,,,2,2,2,2,2,1,2,3,,,,,,,1,1,1,1,1,1,97,,,1,2,1,1,1,1,1,2,,,,,,4,,,1,2,1,5,4,31,3106200,3,1,7,183103444,13901068800
1,59,4,1,7,2,1,1,1,1,5,5,2,5,5,2,2,5,,,,,,,,,,,1,,,,,,1,2,4,,,,,,,,,,,1,3,4,1,3,1,1,3,6,,,,,,2,3,4,,,,,,1,1,1,,,,2,3,4,,,,,97,,,,,,,,,,,1,1,1,3,1,4,9,,,,,,,,1,1,1,1,1,2,97,,,1,1,1,1,1,2,4,,,,,,,3,,,1,3,6,6,5,31,3151800,3,3,6,183103548,13901068800
2,25,2,3,16,1,2,2,2,1,5,5,5,5,5,3,5,5,,,,,,,,,,,1,4,5,,,,1,4,,,,,,,,,,,,1,3,4,1,4,2,1,,,,,,,,1,2,3,,,,,1,1,1,,,,,1,2,3,5,,,,97,,,,,,,,,,,1,1,1,3,1,6,,,,,,,,,1,1,1,1,1,2,97,,,1,2,2,1,2,1,1,3,4,,,,,4,,,1,2,2,4,4,31,3106200,3,1,7,183103725,13901068800
2,45,4,2,16,1,2,2,1,1,5,5,5,5,5,5,5,5,,,,,,,,,,,2,4,,,,,1,2,3,4,,,,,,,,,,1,3,4,4,1,1,1,3,4,,,,,,1,3,4,,,,,1,,1,1,,,,1,2,3,4,,,,97,,,,,,,,,,,1,1,1,5,1,6,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,1,2,3,5,,,,4,,,1,1,1,5,4,31,3106200,3,1,7,183103726,13901068800
2,52,4,1,4,2,2,2,3,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,1,3,4,1,1,1,1,2,4,,,,,,1,2,3,4,,,,1,1,1,1,,,,1,2,3,4,,,,97,,,,,,,,,,,1,1,1,5,5,1,2,3,4,,,,,,1,1,1,1,1,2,97,,,1,2,1,1,1,1,1,2,,,,,,4,,,1,2,1,5,5,31,3106200,3,1,7,183103730,13901068800
1,30,2,2,15,1,2,3,3,1,5,5,5,2,5,2,1,5,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,3,4,5,4,1,1,,,,,,,,1,3,4,,,,,1,,1,1,,,,1,2,,,,,,97,,,,,,,,,,,1,1,1,5,1,97,,,,,,,,,2,2,1,1,2,2,97,,,1,2,2,2,2,1,1,,,,,,,3,,,1,2,1,4,4,31,3106200,3,1,7,183103732,13901068800
1,60,5,1,14,2,2,2,1,2,5,5,1,5,5,5,5,5,,,,,,,,,,,1,2,,,,,1,2,3,4,5,12,13,,,,,,,1,2,8,1,4,2,1,2,3,,,,,,2,3,4,5,6,,,,1,1,1,1,1,,1,2,3,4,5,,,1,2,,,,2,,,,,,1,1,1,5,2,1,2,3,4,,,,,,1,1,1,1,1,2,97,,,1,1,1,1,1,2,1,2,3,4,6,7,,4,,,1,4,1,5,5,31,3106200,3,1,7,183103812,13901068800
2,60,5,1,14,1,2,3,3,5,5,5,2,5,5,5,5,5,,,,,,,,,,,1,3,4,,,,1,4,9,,,,,,,,,,,1,4,3,99,4,1,1,4,6,,,,,,1,4,,,,,,2,,,2,,,,1,2,3,,,,,97,,,,,,,,,,,1,1,1,1,1,8,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,2,4,5,,,,,4,,,1,4,1,6,99,31,3106200,3,1,7,183103813,13901068800
2,38,3,3,14,2,2,2,3,1,5,5,5,5,5,5,5,5,,,,,,,,,,,2,3,4,,,,1,2,3,,,,,,,,,,,1,3,4,5,4,1,1,,,,,,,,1,3,4,,,,,1,,1,1,,,,1,2,4,5,,,,97,,,,,,,,,,,1,1,1,1,1,1,2,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,1,1,1,1,2,4,,,,,3,,,1,1,1,5,4,31,3106200,3,1,7,183103814,13901068800
2,28,2,1,15,1,2,2,2,2,5,5,5,5,5,5,5,5,,,,,,,,,,,1,5,,,,,1,4,,,,,,,,,,,,1,3,4,1,4,2,1,,,,,,,,1,3,4,,,,,1,,1,1,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,2,2,99,,,,,,,,,1,1,1,1,1,2,97,,,1,2,1,2,2,1,1,2,,,,,,4,,,1,2,2,98,5,31,3106200,3,1,7,183103815,13901068800
2,39,3,3,14,1,2,1,1,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,3,4,,,,1,2,4,5,6,,,,,,,,,1,4,3,3,4,2,1,4,6,,,,,,2,3,4,,,,,,2,2,2,,,,1,6,7,,,,,97,,,,,,,,,,,1,1,1,1,1,8,9,,,,,,,,1,1,1,1,1,98,97,,,2,1,1,1,1,1,2,3,4,5,,,,4,,,1,4,1,99,99,31,3106200,3,1,7,183103816,13901068800
1,39,3,3,14,1,1,1,3,2,5,5,2,5,5,1,5,5,,,,,,,,,,,1,,,,,,2,3,4,,,,,,,,,,,1,3,4,4,4,1,2,4,,,,,,,3,,,,,,,,,2,,,,,3,,,,,,,97,,,,,,,,,,,1,1,2,1,1,2,,,,,,,,,2,1,1,1,1,1,97,,,1,2,2,2,2,1,1,,,,,,,4,,,1,3,6,5,4,31,3106200,3,1,7,183103817,13901068800
2,48,4,1,14,2,1,1,3,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,2,,,,,1,2,3,,,,,,,,,,,1,4,3,5,1,1,1,,,,,,,,1,2,3,4,,,,1,1,1,1,,,,1,2,3,4,,,,97,,,,,,,,,,,1,1,1,1,1,1,2,3,4,,,,,,1,1,1,1,1,1,97,,,1,2,1,1,1,1,1,2,,,,,,4,,,1,2,1,5,4,31,3106200,3,1,7,183103818,13901068800
1,35,3,3,16,1,1,1,3,1,5,5,1,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,2,4,,,,,,,,,,,1,2,4,1,4,1,1,,,,,,,,1,2,3,4,,,,1,1,1,1,,,,1,2,3,4,7,,,97,,,,,,,,,,,1,1,1,4,2,97,,,,,,,,,1,1,1,1,1,2,97,,,1,1,1,1,1,1,1,2,3,4,5,6,,4,,,1,2,1,4,3,31,3168606,3,3,6,183103819,13901068800
2,42,3,3,14,1,2,2,1,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,3,4,,,,1,4,6,12,,,,,,,,,,1,3,4,5,4,1,1,2,3,4,,,,,2,3,4,,,,,,1,1,1,,,,1,2,3,4,,,,97,,,,,,,,,,,1,2,1,5,1,8,9,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,2,3,4,5,,,,4,,,1,4,1,99,99,31,3143302,3,3,6,183103820,13901068800
1,43,3,3,16,3,2,2,3,1,5,5,5,5,5,5,5,5,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,1,3,97,5,4,2,1,3,,,,,,,3,,,,,,,,,2,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,5,2,8,,,,,,,,,1,2,1,1,2,2,97,,,1,1,1,1,1,2,1,2,,,,,,4,,,1,4,1,4,4,50,5002704,5,1,7,183103884,13901068800
1,43,3,3,11,3,1,1,1,5,5,5,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,3,4,,,,,,,,,,,1,3,8,1,3,2,1,3,,,,,,,2,3,,,,,,,1,1,,,,,1,6,,,,,,97,,,,,,,,,,,1,1,1,3,3,4,,,,,,,,,1,1,1,1,1,2,97,,,1,1,1,1,1,2,1,2,4,,,,,4,,,1,3,3,5,4,31,3151800,3,3,6,183104024,13901068800
1,46,4,2,16,1,3,3,1,1,1,5,4,5,2,2,5,5,3,,,,,,,,,,1,,,,,,1,2,3,4,5,,,,,,,,,1,3,4,2,4,2,1,,,,,,,,1,2,,,,,,1,1,,,,,,1,2,3,4,,,,97,,,,,,,,,,,1,4,1,5,1,99,,,,,,,,,2,2,1,1,2,1,97,,,1,2,2,2,2,1,1,2,3,,,,,4,,,1,2,1,5,4,31,3143302,3,3,6,183104048,13900896000
2,21,1,1,14,2,2,2,3,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,3,,,,,1,2,3,,,,,,,,,,,1,3,4,5,1,1,1,4,5,,,,,,1,2,3,4,,,,1,1,1,1,,,,1,2,3,4,,,,97,,,,,,,,,,,1,1,1,5,5,1,2,3,4,,,,,,1,1,1,1,1,2,97,,,1,2,1,1,1,1,1,2,3,,,,,4,,,1,2,1,5,4,31,3143302,3,3,6,183104049,13900896000
2,21,1,1,11,1,2,2,3,1,5,5,1,4,4,1,5,5,,,,,,,,,,,1,2,3,4,5,6,1,2,3,4,,,,,,,,,,1,8,2,1,4,1,1,,,,,,,,1,2,3,4,5,6,,2,2,1,2,2,2,,1,2,3,4,5,6,7,1,2,,,,99,,,,,,1,1,1,3,1,99,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,1,2,3,4,5,6,7,2,,,1,4,20,5,5,35,3523909,3,3,6,183104126,13901068800
2,23,1,1,14,1,1,1,2,2,5,5,2,2,5,1,2,4,,,,,,,,,,,5,,,,,,1,2,3,4,6,7,,,,,,,,1,3,2,1,4,2,1,7,,,,,,,1,3,4,,,,,3,,3,3,,,,1,2,3,4,5,,,97,,,,,,,,,,,1,1,1,1,1,1,4,6,7,,,,,,1,1,2,1,1,2,97,,,1,1,1,1,1,2,1,3,4,,,,,4,,,1,1,1,5,4,31,3136207,3,3,5,183104292,13900896000
1,45,4,3,16,2,1,1,1,2,2,5,1,2,2,2,2,5,3,5,,,,,,,,,1,4,5,,,,1,2,4,6,,,,,,,,,,1,3,4,1,4,2,1,4,7,,,,,,8,,,,,,,,,,,,,,1,2,3,4,5,6,7,1,4,,,,1,,,,,,1,1,1,1,1,1,9,,,,,,,,1,1,2,1,2,2,97,,,1,1,1,1,1,1,1,3,,,,,,4,,,1,1,1,4,4,31,3136207,3,3,5,183104293,13900896000
1,37,3,1,14,99,1,1,3,5,5,5,5,5,5,5,5,5,,,,,,,,,,,99,,,,,,99,,,,,,,,,,,,,1,3,99,2,99,2,99,,,,,,,,8,,,,,,,,,,,,,,97,,,,,,,97,,,,,,,,,,,5,5,5,1,3,1,2,3,4,5,6,7,8,9,2,2,2,2,2,2,97,,,3,1,1,1,1,2,97,,,,,,,4,,,1,3,3,4,4,31,3136207,3,3,5,183104294,13900896000
2,48,4,1,16,1,1,1,3,1,5,5,5,2,5,1,5,5,,,,,,,,,,,3,4,5,,,,1,2,3,4,5,6,,,,,,,,1,2,3,1,4,2,1,7,,,,,,,99,,,,,,,,,,,,,,1,2,3,4,,,,97,,,,,,,,,,,1,1,1,1,1,1,8,,,,,,,,1,1,1,1,1,2,97,,,1,1,1,1,1,2,3,7,,,,,,4,,,1,4,1,4,3,31,3136207,3,3,5,183104295,13900896000
2,37,3,3,14,1,1,2,1,5,5,5,5,5,5,1,5,5,,,,,,,,,,,4,5,,,,,1,11,,,,,,,,,,,,1,2,3,1,4,2,1,7,,,,,,,8,,,,,,,,,,,,,,1,2,3,,,,,97,,,,,,,,,,,1,1,1,1,1,1,6,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,3,5,,,,,,4,,,1,1,1,4,4,31,3136207,3,3,5,183104296,13900896000
2,26,2,2,16,1,1,2,1,1,5,5,1,5,1,1,1,5,,,,,,,,,,,4,,,,,,1,4,,,,,,,,,,,,1,2,3,1,4,2,1,7,,,,,,,3,,,,,,,,,3,,,,,1,2,3,,,,,97,,,,,,,,,,,1,1,1,1,1,1,6,,,,,,,,1,1,1,1,2,1,97,,,1,1,1,1,1,2,1,3,,,,,,4,,,1,1,6,4,4,31,3136207,3,3,5,183104297,13900896000
1,27,2,2,11,1,2,4,1,1,1,5,1,5,5,1,5,5,3,6,,,,,,,,,5,,,,,,1,4,6,,,,,,,,,,,1,2,3,1,4,2,1,7,,,,,,,3,4,,,,,,,,2,2,,,,1,2,3,4,5,,,1,,,,,1,,,,,,1,1,1,1,4,1,6,9,,,,,,,2,1,2,1,2,2,97,,,1,1,1,1,1,2,3,,,,,,,4,,,1,1,19,4,4,31,3136207,3,3,5,183104298,13900982400
2,35,3,3,14,2,2,2,3,1,5,5,2,5,5,1,5,5,,,,,,,,,,,1,5,,,,,1,4,5,,,,,,,,,,,1,3,2,1,4,2,1,4,5,,,,,,1,2,3,,,,,2,2,2,,,,,1,2,3,4,,,,97,,,,,,,,,,,1,1,1,1,1,1,6,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,3,,,,,,4,,,1,1,1,98,5,31,3136207,3,3,5,183104299,13900982400
1,36,3,3,14,1,2,2,1,1,5,5,1,5,5,1,5,5,,,,,,,,,,,3,4,5,,,,1,2,4,,,,,,,,,,,1,4,3,1,4,2,1,4,7,,,,,,1,2,4,,,,,2,2,,2,,,,1,2,3,,,,,1,,,,,97,,,,,,1,1,1,1,1,6,8,9,,,,,,,1,1,98,1,98,2,97,,,1,1,1,1,1,2,1,5,7,,,,,4,,,1,1,10,4,4,31,3136207,3,3,5,183104300,13900982400
2,48,4,3,14,1,1,1,1,1,5,5,5,5,5,5,5,5,,,,,,,,,,,5,,,,,,4,5,6,,,,,,,,,,,1,3,4,1,4,2,1,,,,,,,,1,3,4,,,,,1,,1,1,,,,1,3,4,,,,,97,,,,,,,,,,,1,1,1,1,1,99,,,,,,,,,98,1,98,98,98,98,97,,,1,1,1,1,1,2,99,,,,,,,4,,,1,1,19,98,4,31,3136207,3,3,5,183104301,13900982400
1,46,4,3,16,97,1,2,3,1,5,5,5,5,5,5,1,5,,,,,,,,,,,99,,,,,,97,,,,,,,,,,,,,97,,,1,3,2,97,,,,,,,,3,4,,,,,,,,1,1,,,,3,,,,,,,1,,,,,97,,,,,,5,5,5,2,2,97,,,,,,,,,2,2,2,2,2,2,97,,,2,1,1,1,1,2,7,,,,,,,4,,,1,3,1,4,3,31,3136207,3,3,5,183104302,13900982400
1,23,1,2,15,1,3,1,1,1,1,5,1,5,1,1,1,5,3,4,5,6,,,,,,,1,2,3,4,5,6,1,2,3,4,5,6,9,10,11,12,13,,,1,3,4,1,4,2,1,7,8,,,,,,8,,,,,,,,,,,,,,1,2,3,4,5,6,7,1,2,4,5,,1,2,6,,,,1,1,1,4,1,1,6,8,,,,,,,1,1,2,1,2,2,97,,,1,1,1,1,2,1,1,3,7,,,,,4,,,2,1,20,98,4,31,3143302,3,3,6,183104341,13900896000
2,19,1,3,14,2,2,2,1,1,1,5,1,4,5,1,2,5,3,5,6,,,,,,,,5,,,,,,2,5,,,,,,,,,,,,1,3,2,1,4,2,1,7,,,,,,,3,,,,,,,,,3,,,,,1,2,3,,,,,97,,,,,,,,,,,1,1,1,5,1,6,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,3,7,,,,,4,,,1,1,1,5,4,31,3143302,3,3,6,183104342,13900896000
